author,avg_rating,genres,language,num_pages,num_ratings,num_reviews,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5,title
Edith Wharton,3.95,"Historical Fiction, Historical, Classics, Fiction, Literature",English,351.0,74804,3986,$9.82,2006-01-19 00:00:00,1893,4288,15487,27117,26019,The House of Mirth
Yevgeny Zamyatin,3.94,"Russia, Cultural, Classics, Fiction, Science Fiction, Dystopia",English,255.0,57552,3702,$21.60,1993-04-26 00:00:00,872,3339,12889,21670,18782,We
Junot Díaz,3.9,"Fiction, Magical Realism, Contemporary",English,335.0,209710,18409,$7.99,2007-09-06 00:00:00,5882,14765,43204,77323,68536,The Brief Wondrous Life of Oscar Wao
Cynthia Hand,4.03,"Paranormal, Romance, Young Adult, Angels, Fantasy",English,435.0,114978,7684,$32.25,2011-01-04 00:00:00,3663,5859,20564,37676,47216,Unearthly
Anonymous,4.42,"Religion, Theology, Nonfiction, Spirituality, Classics, Christianity, Reference, History, Christian, Philosophy",English,1590.0,196332,5072,$11.85,2008-01-15 00:00:00,11620,7911,13506,16536,146759,Holy Bible: King James Version
Louis-Ferdinand Céline,4.23,"European Literature, Cultural, Classics, Fiction, Literature, French Literature, France",English,453.0,27608,1522,$11.28,2006-05-17 00:00:00,508,1157,3754,8286,13903,Journey to the End of the Night
Jules Verne,3.92,"Historical Fiction, Historical, Cultural, Classics, Travel, Fantasy, Fiction, Science Fiction, Literature, Novels, France, Adventure",English,252.0,160149,5437,$2.77,2004-02-26 00:00:00,1432,7405,40912,63401,46999,Around the World in Eighty Days
Brian Jacques,4.12,"Childrens, Fiction, Young Adult, Animals, Fantasy",English,352.0,93835,3371,$7.80,2006-09-04 00:00:00,1283,3284,16894,33343,39031,Redwall
Brandon Sanderson,4.48,"Fiction, Epic Fantasy, High Fantasy, Fantasy",English,572.0,209456,11870,$5.69,2008-10-14 00:00:00,759,2744,17313,62281,126359,The Hero of Ages
Colleen Houck,4.07,"Young Adult, Romance, Paranormal, Fantasy",English,403.0,54490,5643,$100.00,2011-01-11 00:00:00,2873,3584,7865,12935,27233,Tiger's Curse
Nancy E. Turner,4.34,"Historical Fiction, Historical, Romance, Fiction, Westerns",English,384.0,61347,9982,$4.22,1999-02-17 00:00:00,748,1292,6226,20996,32085,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories"
Terry Pratchett,4.23,"Fiction, Humor, Fantasy",English,243.0,168271,4025,$13.60,2001-02-06 00:00:00,1142,3137,25011,64996,73985,Mort
Lauren Kate,3.89,"Paranormal, Romance, Young Adult, Angels, Fantasy",English,420.0,135632,5753,$4.99,2011-06-14 00:00:00,3974,11172,31239,38672,50575,Passion
Samuel Taylor Coleridge,3.94,"Academic, School, Classics, Fiction, Literature, Poetry, Fantasy",English,77.0,46125,879,$38.72,1970-06-01 00:00:00,872,3022,10632,15285,16314,The Rime of the Ancient Mariner
Albert Camus,4.05,"Cultural, Classics, Fiction, Literature, Philosophy, France",English,147.0,59419,2481,$2.57,1991-05-07 00:00:00,642,2500,11695,22830,21752,The Fall
Tom Robbins,4.04,"Fiction, Humor, Literature, Novels",English,288.0,66058,2669,$450.00,2001-04-09 00:00:00,1064,2997,12544,24835,24618,Still Life with Woodpecker
Jennifer L. Armentrout,4.31,"Paranormal, Romance, Science Fiction, Young Adult, Aliens, Fantasy",English,366.0,132562,9649,$0.01,2012-08-14 00:00:00,1363,3773,16532,41316,69578,Onyx
Sarah Dessen,4.03,"Fiction, Young Adult, Contemporary, Romance",English,345.0,164329,4901,$13.61,2004-03-08 00:00:00,2962,8712,34318,52747,65590,This Lullaby
Chuck Palahniuk,4.0,"Humor, Contemporary, Adult, American, Fiction, Literature, Thriller, Dark, Novels, Adult Fiction",English,302.0,110293,5173,$220.00,2012-06-11 00:00:00,1833,6292,22563,38849,40756,Invisible Monsters Remix
Jodi Picoult,4.0,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",English,512.0,252867,9781,$8.51,2006-08-29 00:00:00,3837,12413,53533,91977,91107,The Pact
Charlaine Harris,4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",English,312.0,164519,4415,$4.16,2009-05-05 00:00:00,1185,6675,37823,61993,56843,Dead and Gone
Krishna-Dwaipayana Vyasa,4.12,"Religion, Nonfiction, Spirituality, Classics, Poetry, Philosophy",English,160.0,47066,1569,$5.55,2003-04-26 00:00:00,1135,2272,8408,13344,21907,The Bhagavad Gita
Nevil Shute,3.93,"Post Apocalyptic, Classics, Fiction, Science Fiction, Dystopia, Apocalyptic",English,296.0,31347,2184,$0.99,2002-10-31 00:00:00,478,1711,7086,12301,9771,On the Beach
Aprilynne Pike,3.75,"Paranormal, Fairies, Romance, Young Adult, Fantasy",English,290.0,69291,4986,$6.95,2009-05-05 00:00:00,2995,6390,17334,20636,21936,Wings
Pierce Brown,4.27,"Dystopia, Science Fiction, Fiction, Young Adult, Fantasy",English,382.0,187341,20916,$174.95,2014-01-28 00:00:00,3181,6342,21814,61154,94850,Red Rising
Virginia Woolf,3.86,"LGBT, Historical Fiction, European Literature, Historical, Classics, Feminism, Fiction, Literature, Queer, GLBT, Novels, British Literature, Fantasy",English,228.0,47426,2897,$549.99,2000-09-28 00:00:00,1229,3514,11060,16303,15320,Orlando
Ken Kesey,4.23,"Fiction, Novels, Classics, Literature",English,640.0,18432,1171,$17.22,1977-07-28 00:00:00,315,742,2577,5517,9281,Sometimes a Great Notion
William Shakespeare,4.24,"Fiction, Classics, Poetry",English,488.0,73885,975,$6.39,1997-08-21 00:00:00,1118,2221,11004,22651,36891,Sonnets
Dennis Lehane,4.09,"Horror, Suspense, Mystery, Fiction, Crime, Thriller",English,369.0,140492,7675,$10.30,2004-04-27 00:00:00,1917,5195,24326,56189,52865,Shutter Island
Stephen King,4.28,"Fiction, Science Fiction, Horror, Fantasy",English,1050.0,125673,5029,$5.50,2006-09-01 00:00:00,1836,4384,15865,37773,65815,The Dark Tower
R.D. Ronald,3.63,"Mystery, Drama, Fiction, Crime, Thriller",English,241.0,18273,146,$10.43,2016-04-10 00:00:00,1803,1775,4016,4417,6262,The Zombie Room
Anonymous,4.6,"Religion, Nonfiction, Classics, Christianity, Christian",English,1248.0,55955,2107,$6.85,1985-02-01 00:00:00,2100,1456,2630,4448,45321,Holy Bible: New International Version
Tom Wolfe,3.84,"Contemporary, Classics, Fiction, Literature, Novels",English,690.0,62678,2565,$38.71,2001-10-30 00:00:00,1481,4271,14804,24134,17988,The Bonfire of the Vanities
Ernest Hemingway,4.04,"Nonfiction, Classics, Memoir, Travel, Biography, Autobiography",English,192.0,103458,7250,$27.34,2012-09-06 00:00:00,1446,4550,20194,39402,37866,A Moveable Feast
Charlaine Harris,4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",English,359.0,167986,3630,$10.13,2008-05-06 00:00:00,989,6148,39180,64838,56831,From Dead to Worse
Sherrilyn Kenyon,4.17,"Urban Fantasy, Paranormal Romance, Paranormal, Romance, Fantasy",English,337.0,79524,3412,$10.03,2002-02-18 00:00:00,1517,3536,13084,23321,38066,Fantasy Lover
Brandon Mull,4.09,"Childrens, Middle Grade, Fiction, Young Adult, Fantasy",English,351.0,117200,9305,$10.12,2006-06-07 00:00:00,2422,5535,20898,38118,50227,Fablehaven
L.J. Smith,3.68,"Paranormal, Vampires, Romance, Young Adult, Fantasy",English,492.0,75293,3893,$3.59,2007-06-26 00:00:00,3781,8528,19489,19704,23791,The Awakening / The Struggle
Robin McKinley,4.05,"Romance, Fantasy, Fairy Tales, Young Adult, Retellings",English,256.0,66213,4854,$3.69,1993-06-30 00:00:00,868,2923,13952,22700,25770,Beauty: A Retelling of the Story of Beauty and the Beast
Kelley Armstrong,4.05,"Urban Fantasy, Paranormal Romance, Paranormal, Shapeshifters, Romance, Werewolves, Fantasy",English,436.0,84525,4288,$19.96,2004-09-07 00:00:00,2058,4547,15607,27352,34961,Bitten
Hubert Selby Jr.,4.11,"Fiction, Classics, Mystery, Thriller",English,279.0,45664,1090,$29.88,1999-10-12 00:00:00,862,1673,7625,16849,18655,Requiem for a Dream
Charlaine Harris,4.06,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",English,323.0,180005,3493,$9.89,2007-05-01 00:00:00,1168,5983,39271,68922,64661,All Together Dead
Mildred D. Taylor,3.82,"Historical Fiction, Childrens, Historical, Classics, Fiction, Young Adult",English,288.0,105240,4575,$1.99,1991-10-01 00:00:00,3463,8379,25440,34664,33294,"Roll of Thunder, Hear My Cry"
Jonathan Stroud,4.01,"Fiction, Young Adult, Magic, Fantasy",English,462.0,103833,4645,$4.16,2003-09-30 00:00:00,2111,5510,20258,37361,38593,The Amulet of Samarkand
Dan Brown,3.7,"Fiction, Mystery, Thriller, Suspense",English,556.0,540721,8667,$5.60,2002-12-26 00:00:00,15633,48207,157488,182305,137088,Deception Point
Karen Marie Moning,4.33,"Urban Fantasy, Paranormal Romance, Paranormal, Adult, Fairies, Romance, Fae, Fantasy",English,327.0,84738,4401,$8.81,2008-09-16 00:00:00,637,1795,10499,27998,43809,Faefever
Pat Conroy,4.15,"Fiction, Southern, American, Contemporary",English,592.0,40380,2646,$20.96,2002-03-26 00:00:00,602,1642,6708,13629,17799,Beach Music
Tammara Webber,4.1,"New Adult, Academic, Contemporary, Romance, Contemporary Romance, College, Young Adult",English,336.0,204021,11505,$2.84 to $9.49,2012-11-06 00:00:00,5240,9210,33840,68160,87571,Easy
Jenny Han,4.16,"Fiction, Young Adult, Contemporary, Romance",English,355.0,313409,31393,$4.99,2014-04-15 00:00:00,5856,11867,48605,107094,139987,To All the Boys I've Loved Before
Richard Llewellyn,4.17,"Fiction, Classics, Historical Fiction, Historical",English,448.0,13392,1226,$3.50,2001-06-28 00:00:00,167,483,2176,4685,5881,How Green Was My Valley
Charlaine Harris,4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",English,297.0,187635,3904,$11.33,2006-04-25 00:00:00,1093,6410,44230,72841,63061,Dead as a Doornail
Billie Letts,4.01,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction, Adult Fiction",English,376.0,222525,3476,$8.84,1998-06-01 00:00:00,2145,9275,49839,83646,77620,Where the Heart Is
Bill Bryson,4.06,"Humor, Nonfiction, Nature, Memoir, Travel, Environment, Autobiography, Adventure",English,397.0,308914,16269,$1.99,2006-12-26 00:00:00,4359,12119,58333,121215,112888,A Walk in the Woods: Rediscovering America on the Appalachian Trail
Jane Austen,3.99,"Fiction, Classics, Romance",English,474.0,563960,14254,$27.99,2003-05-06 00:00:00,13002,28925,114033,200712,207288,Emma
S.C. Stephens,4.11,"New Adult, Contemporary Romance, Contemporary, Romance",English,530.0,129018,9215,$17.89,2011-06-11 00:00:00,5684,7371,18337,33548,64078,Thoughtless
Charles Bukowski,3.96,"Classics, American, Fiction, Literature, Novels",English,208.0,47831,1541,$7.40,2002-05-31 00:00:00,597,2260,10493,19611,14870,Factotum
David Wroblewski,3.61,"Fiction, Animals, Adult Fiction, Dogs",English,566.0,84057,13359,$145.49,2008-06-01 00:00:00,4346,9673,20835,28627,20576,The Story of Edgar Sawtelle
Jung Chang,4.25,"Nonfiction, Cultural, Asia, Memoir, Biography, History, Autobiography, China",English,562.0,78481,5041,$21.04,2003-08-12 00:00:00,1055,2172,10489,27122,37643,Wild Swans: Three Daughters of China
Vladimir Nabokov,4.18,"Russia, Cultural, Classics, Fiction, Literature, Poetry, Novels",English,246.0,35357,2257,$9.65,2000-08-31 00:00:00,739,1570,5196,10818,17034,Pale Fire
Dennis Lehane,4.18,"Suspense, Mystery, Contemporary, Mystery Thriller, Drama, Fiction, Crime, Detective, Thriller, Novels",English,416.0,110988,3326,$9.48,2001-02-01 00:00:00,1443,3093,16069,43385,46998,Mystic River
Mark Twain,3.77,"Humor, Historical Fiction, Historical, Classics, Fiction, Fantasy",English,480.0,87337,2589,"$1,200.00",2007-05-01 00:00:00,2083,6253,24068,32061,22872,A Connecticut Yankee in King Arthur's Court
Johann Wolfgang von Goethe,3.65,"European Literature, German Literature, Classics, Fiction, Literature",English,149.0,66260,3339,$10.16,2005-02-08 00:00:00,2869,6781,17829,21750,17031,The Sorrows of Young Werther
J.R. Ward,4.41,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",English,528.0,97066,4089,$139.53,2010-04-27 00:00:00,665,1987,10696,27487,56231,Lover Mine
Jennifer L. Armentrout,4.32,"Paranormal, Romance, Science Fiction, Young Adult, Aliens, Fantasy",,394.0,111198,8794,$0.99,2012-12-11 00:00:00,1386,3180,13916,32920,59796,Opal
Helene Hanff,4.19,"Nonfiction, Books About Books, European Literature, Historical, Adult, Classics, Memoir, British Literature, Biography, Biography Memoir, History, Autobiography, Writing",English,97.0,35966,5268,$10.17,1990-10-01 00:00:00,212,939,5605,14163,15047,"84, Charing Cross Road"
Stieg Larsson,4.47,"Suspense, Mystery, Contemporary, Mystery Thriller, Adult, Fiction, Crime, Literature, Thriller, Novels",English,1531.0,42276,1787,$21.03,2010-05-25 00:00:00,313,595,3158,13037,25173,The Millennium Trilogy
Justin Cronin,4.04,"Horror, Post Apocalyptic, Paranormal, Vampires, Science Fiction, Fiction, Apocalyptic, Fantasy",English,766.0,166972,18367,$7.99,2010-06-08 00:00:00,3985,8895,27865,61416,64811,The Passage
Stephen King,4.33,"Nonfiction, Language, Memoir, Biography, Autobiography, Writing",English,320.0,187049,14784,$2.99,2002-07-26 00:00:00,1783,4059,22094,62504,96609,On Writing: A Memoir of the Craft
Nicholas Sparks,3.98,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",English,276.0,132045,5829,$2.99,2005-08-01 00:00:00,2206,7993,29759,41815,50272,The Wedding
Robert James Waller,3.59,"Womens Fiction, Classics, Chick Lit, Romance, Fiction",English,224.0,71232,3919,$6.16,1995-09-01 00:00:00,4906,8493,17675,19891,20267,The Bridges of Madison County
Lauren Oliver,4.06,"Science Fiction, Young Adult, Fantasy",English,375.0,205810,14407,$7.80,2012-02-28 00:00:00,3368,9422,38944,74408,79668,Pandemonium
Andrew Davidson,3.96,"Historical Fiction, Historical, Romance, Fiction, Fantasy",English,465.0,41070,5328,$78.77,2008-08-05 00:00:00,1247,2724,7817,13961,15321,The Gargoyle
Tom Clancy,4.05,"Suspense, Military Fiction, Mystery, Fiction, Thriller, War",English,432.0,307789,2618,$44.99,1999-10-15 00:00:00,9681,14240,52894,104860,126114,The Hunt for Red October
Dale Carnegie,4.18,"Self Help, Nonfiction, Personal Development, Psychology, Business",English,288.0,436613,11111,$0.99,1998-10-01 00:00:00,9545,18182,66947,132144,209795,How to Win Friends and Influence People
L.J. Smith,4.05,"Paranormal Romance, Urban Fantasy, Paranormal, Witches, Shapeshifters, Vampires, Romance, Werewolves, Young Adult, Supernatural, Fantasy",English,729.0,60044,2117,"$2,581.36",2008-06-03 00:00:00,1436,3679,11897,16412,26620,"Night World, No. 1"
Irving Stone,4.07,"Historical Fiction, Historical, Cultural, Classics, Art, Fiction, Italy",English,776.0,72905,1792,$400.00,1987-03-03 00:00:00,2507,3325,12070,23748,31255,The Agony and the Ecstasy
Catherine Marshall,4.22,"Historical Fiction, Historical, Classics, Romance, Fiction, Christian, Christian Fiction",English,512.0,46794,1611,$17.99,2001-12-31 00:00:00,565,1472,7284,15118,22355,Christy
William Shakespeare,3.89,"Academic, School, High School, Classics, Drama, Plays, Fiction, Literature, Poetry, Read For School, Young Adult, Theatre",English,246.0,595399,9470,$55.44,2013-07-01 00:00:00,12257,39394,142064,208413,193271,Macbeth
Kate Morton,4.13,"Historical Fiction, Mystery, Historical, Cultural, Fiction, Australia",English,648.0,174910,17260,$6.84,2008-06-01 00:00:00,1647,5505,29018,70547,68193,The Forgotten Garden
Stephen R. Covey,4.08,"Self Help, Nonfiction, Leadership, Personal Development, Psychology, Business",English,372.0,411419,8147,$0.99,2004-11-09 00:00:00,10825,19948,70922,132073,177651,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
Charlaine Harris,4.02,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",English,342.0,179703,3850,$8.81,2007-03-27 00:00:00,1065,6361,41538,69501,61238,Definitely Dead
Jeanne DuPrau,3.86,"Teen, Post Apocalyptic, Childrens, Dystopia, Middle Grade, Science Fiction, Fiction, Young Adult, Apocalyptic, Adventure, Fantasy",English,270.0,223165,10410,$8.20,2003-04-26 00:00:00,3974,14181,57046,81698,66266,The City of Ember
Victoria Aveyard,4.07,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy",English,383.0,435416,38427,$4.16,2015-02-10 00:00:00,11543,23420,74032,142252,184169,Red Queen
William Faulkner,3.96,"Fiction, Classics, Literature, American",English,320.0,35751,1878,$5.77,1991-01-30 00:00:00,1362,2345,6765,11062,14217,"Absalom, Absalom!"
P.C. Cast,3.98,"Young Adult, Vampires, Paranormal, Fantasy",English,323.0,134731,3115,$17.97,2010-04-27 00:00:00,3793,9366,28578,37120,55874,Burned
Terry Pratchett,3.99,"Fiction, Humor, Fantasy",English,228.0,270800,8101,$9.02,2005-09-13 00:00:00,4606,13520,58863,96344,97467,The Color of Magic
James Frey,3.63,"Biography, Nonfiction, Autobiography, Memoir",English,432.0,201726,11283,$12.72,2005-09-22 00:00:00,10019,19832,54257,67873,49745,A Million Little Pieces
Jean-Paul Sartre,3.92,"European Literature, Unfinished, 20th Century, Cultural, Classics, Fiction, Nobel Prize, Literature, French Literature, Novels, Philosophy, France",English,178.0,71412,2508,$3.21,1969-04-26 00:00:00,1588,4562,15528,25983,23751,Nausea
Jeaniene Frost,4.31,"Urban Fantasy, Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",English,357.0,87368,3532,$34.85,2008-04-29 00:00:00,712,2057,11422,28456,44721,One Foot in the Grave
Mary Doria Russell,4.17,"Science Fiction, Fiction, Religion, Fantasy",English,431.0,51835,6383,$5.96,1997-09-08 00:00:00,1247,2387,6943,16967,24291,The Sparrow
Jorge Luis Borges,4.46,"Classics, Fiction, Short Stories, Literature, Magical Realism, Fantasy",English,174.0,41919,1989,$45.00,1994-02-01 00:00:00,357,975,3782,10918,25887,Ficciones
Laurell K. Hamilton,4.02,"Horror, Urban Fantasy, Paranormal, Vampires, Romance, Fantasy",English,355.0,124783,5289,$25.63,2004-08-03 00:00:00,3433,7065,24064,38699,51522,Guilty Pleasures
Katja Millay,4.32,"Abuse, New Adult, Contemporary, Romance, Fiction, Young Adult, Sociology",English,426.0,74041,9326,$2.99,2012-11-13 00:00:00,1469,2555,8335,20082,41600,The Sea of Tranquility
Jeffrey Archer,4.29,"Historical Fiction, Historical, Drama, Fiction, Thriller",English,592.0,89540,3448,$18.99,2004-03-13 00:00:00,692,2031,11621,31660,43536,Kane and Abel
Robert Frost,4.24,"Fiction, Classics, Literature, Poetry",English,607.0,37449,381,$28.40,1979-03-15 00:00:00,446,1050,5683,12307,17963,The Poetry of Robert Frost
Ray Bradbury,4.09,"Classics, Fiction, Science Fiction, Young Adult, Fantasy",English,239.0,47090,3907,$750.00,2000-07-26 00:00:00,885,2349,8621,15159,20076,Dandelion Wine
Ellen Hopkins,4.17,"Fiction, Young Adult, Contemporary, Poetry",English,537.0,116640,7856,$6.44,2004-10-01 00:00:00,2407,5534,18498,34134,56067,Crank
Winston Groom,4.06,"Humor, Historical Fiction, Historical, Movies, Classics, Fiction, Media Tie In",English,248.0,55289,2027,$12.89,2002-10-01 00:00:00,1652,3312,9276,16817,24232,Forrest Gump
Lisa Genova,4.31,"Fiction, Psychology, Contemporary, Book Club",English,292.0,272404,26058,$39.99,2007-07-06 00:00:00,1274,4515,31203,107221,128191,Still Alice
Scott Lynch,4.3,"Fiction, Adventure, Fantasy",English,499.0,176083,11981,$10.66,2006-07-27 00:00:00,3133,5652,18736,56268,92294,The Lies of Locke Lamora
Leon Uris,4.34,"Historical Fiction, Israel, Historical, Cultural, Classics, Fiction, Literature, Jewish",English,608.0,85838,1633,$6.65,2000-01-01 00:00:00,542,1663,10681,28214,44738,Exodus
