title,avg_rating,genres,author,num_pages,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5
Red Storm Rising,4.15,"War, Thriller, Fiction, Military Fiction",Tom Clancy,,$5.55,9/13/1988,541,2174,11516,22824,27469
Foundation,4.15,"Science Fiction, Classics, Fiction",Isaac Asimov,244,$4.45 to $5.15,6/1/2004,8232,14149,54617,115234,162385
A Hunger Like No Other,4.2,"Romance, Fantasy, Paranormal, Vampires, Paranormal Romance",Kresley Cole,356,$9.03,4/1/2006,978,2122,9001,18822,28281
Ready Player One,4.28,"Dystopia, Science Fiction, Fiction, Young Adult, Fantasy",Ernest Cline,374,$21.00,8/16/2011,10369,24094,84853,223854,362284
Requiem,3.74,"Young Adult, Romance, Dystopia, Science Fiction",Lauren Oliver,391,$3.99,3/5/2013,2765,10521,32778,40760,31852
Goodnight Moon,4.27,"Classics, Childrens, Picture Books",Margaret Wise Brown,32,$94.47,1/23/2007,5431,10980,39395,63397,152160
Lover Unbound,4.33,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",J.R. Ward,502,$12.33,10/1/2007,717,2796,14746,34237,60167
A Canticle for Leibowitz,3.98,"Apocalyptic, Classics, Science Fiction, Fiction, Dystopia, Post Apocalyptic",Walter M. Miller Jr.,334,$14.85,5/9/2006,1794,4828,16598,28671,29980
A Connecticut Yankee in King Arthur's Court,3.77,"Humor, Historical Fiction, Historical, Classics, Fiction, Fantasy",Mark Twain,480,"$1,200.00",5/1/2007,2083,6253,24068,32061,22872
Harry Potter Series Box Set,4.74,"Fiction, Young Adult, Fantasy",J.K. Rowling,4100,$75.00,10/1/2007,1291,1423,7582,33360,183580
Club Dead,4.03,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",Charlaine Harris,274,$10.17,5/6/2006,1238,6866,46458,81257,70069
Beauty: A Retelling of the Story of Beauty and the Beast,4.05,"Romance, Fantasy, Fairy Tales, Young Adult, Retellings",Robin McKinley,256,$3.69,6/30/1993,868,2923,13952,22700,25770
Obsidian,4.21,"Paranormal, Romance, Science Fiction, Young Adult, Aliens, Fantasy",Jennifer L. Armentrout,335,$0.01,5/8/2012,5189,8310,27195,57577,101505
The Last Olympian,4.51,"Young Adult, Mythology, Fantasy",Rick Riordan,381,$0.99,5/12/2009,2314,7175,50228,151039,360731
The Last Olympian,4.51,"Fantasy, Mythology, Young Adult",Rick Riordan,381,$0.99,5/5/2009,2314,7175,50231,151051,360762
The Hero of Ages,4.48,"Fiction, Epic Fantasy, High Fantasy, Fantasy",Brandon Sanderson,572,$5.69,10/14/2008,759,2744,17313,62281,126359
On the Beach,3.93,"Post Apocalyptic, Classics, Fiction, Science Fiction, Dystopia, Apocalyptic",Nevil Shute,296,$0.99,10/31/2002,478,1711,7086,12301,9771
Rules of Attraction,4.21,"Young Adult, Contemporary, Realistic Fiction, Romance",Simone Elkeles,336,$6.00,4/13/2010,935,2953,12296,23719,36974
The Blood of Olympus,4.42,"Young Adult, Mythology, Fantasy",Rick Riordan,516,$33.66,10/7/2014,1000,3095,16517,46375,93785
The Forbidden Game,4.19,"Young Adult, Romance, Paranormal, Fantasy",L.J. Smith,750,$6.84,6/8/2010,353,999,3409,5397,10319
GalÃ¡pagos,3.87,"Humor, Classics, Science Fiction, Fiction",Kurt Vonnegut,324,$19.36,1/12/1999,604,3327,15637,24321,16498
The House at Riverton,3.94,"Romance, Mystery, Fiction, Historical Fiction, Historical",Kate Morton,599,$10.78,6/15/2007,997,4052,20988,37448,26929
Ivanhoe,3.75,"Historical Fiction, European Literature, Historical, Classics, 19th Century, Romance, Fiction, Literature, Classic Literature, British Literature, Adventure",Walter Scott,544,$2.99,3/30/2000,2016,6192,22122,27260,21117
Shadow and Bone,4.04,"Young Adult, Romance, Fantasy",Leigh Bardugo,358,$10.19,6/5/2012,3496,9016,40334,83384,77401
Fifty Shades of Grey,3.66,"Erotica, Adult, Romance, Fiction, BDSM, Adult Fiction",E.L. James,356,$3.00,5/25/2011,191612,174789,292108,339590,660150
Code Name Verity,4.06,"Fiction, Historical Fiction, Young Adult, Historical, World War II, War",Elizabeth E. Wein,452,$3.99,2/6/2012,2375,4492,13172,27643,34161
Can You Keep a Secret?,3.84,"Romance, Womens Fiction, Adult Fiction, Comedy, Contemporary, Fiction, Humor, Funny, Adult, Chick Lit, Contemporary Romance",Sophie Kinsella,374,$9.84,12/27/2005,9728,21886,85657,115452,103237
Cry Wolf,4.12,"Paranormal Romance, Urban Fantasy, Paranormal, Shapeshifters, Romance, Werewolves, Fantasy",Patricia Briggs,294,$7.80,7/29/2008,1098,3252,14374,26842,33468
Green Rider,4.09,"Magic, Fiction, Fantasy, Young Adult, Adventure, High Fantasy",Kristen Britain,471,$6.84,4/1/2000,464,1249,5119,10214,11704
Pandora,3.75,"Fiction, Fantasy, Paranormal, Horror, Vampires",Anne Rice,383,$19.99,5/26/2001,853,3550,11539,12204,11315
The Velveteen Rabbit,4.29,"Fiction, Classics, Childrens, Picture Books",Margery Williams Bianco,40,$4.65,4/1/1987,2932,6021,28565,56631,107944
Evermore,3.59,"Young Adult, Romance, Paranormal, Fantasy",Alyson Noel,301,$7.72,2/3/2009,17910,30821,62369,61891,75376
The Far Pavilions,4.21,"Historical Fiction, Historical, Cultural, Classics, Romance, Fiction, Adventure, India",M.M. Kaye,958,$16.79,1/15/1997,363,1177,6112,12758,17401
Go Ask Alice,3.76,"Fiction, Young Adult, Classics",Beatrice Sparks,213,$8.54,1/1/2006,8666,19620,55381,67460,68088
Tales of H.P. Lovecraft,4.2,"Horror, Classics, Fiction, Science Fiction, Short Stories, Fantasy",H.P. Lovecraft,352,$100.00,9/19/2000,44,151,925,2016,2458
Nightshade,4.03,"Paranormal, Shapeshifters, Romance, Werewolves, Young Adult, Fantasy",Andrea Cremer,452,$64.87,10/19/2010,2386,4768,13746,21727,32723
The Odyssey,3.75,"Academic, Historical Fiction, Historical, School, Classics, Fiction, Literature, Poetry, Read For School, Adventure, Mythology, Fantasy",Homer,541,$15.00,11/30/2006,31985,70143,198917,250124,237390
El Diablo,4.18,"Romance, Dark, Contemporary Romance",M.  Robinson,469,$55.00,8/30/2016,352,484,1112,2313,4724
Mary Poppins,4.03,"Fiction, Classics, Childrens, Fantasy",P.L. Travers,209,$9.63,6/1/2006,1632,5458,21965,31593,41090
Hatchet,3.7,"Childrens, Survival, Classics, Fiction, Young Adult, Adventure",Gary Paulsen,208,$14.50,4/1/2000,13384,24788,66734,84723,77220
The Origin of Species,3.99,"Anthropology, Nonfiction, Natural History, Evolution, Nature, Classics, Environment, History, Biology, Science, Philosophy",Charles Darwin,703,$25.80,5/1/2004,2908,4825,17076,26035,34298
Betrayed,3.93,"Young Adult, Vampires, Paranormal, Fantasy",P.C. Cast,310,$11.92,10/2/2007,6553,16224,49661,65091,85609
Rosencrantz and Guildenstern Are Dead,4.06,"Humor, Classics, Drama, Plays, Fiction, Theatre",Tom Stoppard,126,$3.28,1/21/1994,1502,4090,13619,25202,30774
The Return of the Native,3.85,"Literature, Classics, 19th Century, Fiction",Thomas Hardy,448,$9.18,2/13/2001,976,2086,7349,11851,9711
On the Island,4.13,"Romance, Womens Fiction, Fiction, Contemporary, New Adult, Chick Lit, Contemporary Romance",Tracey Garvis Graves,346,$12.30,8/16/2012,1108,2990,11502,24303,29628
Chronicle of a Death Foretold,3.96,"Fiction, Academic, Literature, School, Magical Realism, Classics",Gabriel GarcÃ_a MÃ¡rquez,120,$11.92,10/7/2003,1126,4864,22168,41017,31364
Chain Reaction,4.1,"Young Adult, Romance, Contemporary, Realistic Fiction",Simone Elkeles,319,$155.90,8/16/2011,1422,2985,10261,16583,26426
The Dragonbone Chair,3.96,"Science Fiction Fantasy, Epic Fantasy, Fiction, Fantasy, High Fantasy",Tad Williams,672,$125.00,3/26/2005,1406,3217,11453,19537,19932
Significance,4.12,"Romance, Fantasy, Young Adult, Paranormal, Paranormal Romance",Shelly Crane,387,$0.89,6/26/2011,1185,2061,6281,12064,18657
Kafka on the Shore,4.13,"Japanese Literature, Contemporary, Cultural, Japan, Fiction, Magical Realism, Asian Literature, Fantasy",Haruki Murakami,467,$13.99,1/3/2006,3387,9496,38198,94450,100527
Need,3.71,"Young Adult, Romance, Paranormal, Fantasy",Carrie Jones,306,"$4,950.00",12/23/2008,2943,5840,14555,16388,18389
Trickster's Choice,4.28,"Fantasy, Fiction, Young Adult",Tamora Pierce,453,$9.30,9/17/2004,509,1504,7574,16888,27311
The Bridge on the Drina,4.33,"Historical, Classics, Fiction, Historical Fiction",Ivo AndriÄ‡,314,$4.22,4/26/1977,127,384,1457,3618,6581
The Tenant of Wildfell Hall,3.93,"Romance, Fiction, Literature, 19th Century, Classics",Anne BrontÃ«,542,$16.45,4/16/1996,1640,4128,18179,29183,26194
Spellbound in His Arms,3.95,"Romance, Mystery, Romantic Suspense, Action, Fiction, Mystery Thriller, Thriller, Suspense, Adventure, Contemporary Romance",Angel Sefer,194,$34.39,6/21/2013,33,27,47,46,183
Assassin's Apprentice,4.15,"Fiction, Epic Fantasy, High Fantasy, Fantasy",Robin Hobb,460,$23.24,3/26/1996,2908,7151,30652,72678,84115
The Doors of Perception & Heaven and Hell,3.95,"Nonfiction, Writing, Philosophy, Classics, Essays, Psychology",Aldous Huxley,187,$11.16,5/4/2004,359,1629,7585,12202,10279
The Compleat Works of Wllm Shkspr (abridged),4.47,"Humor, Funny, Comedy, Classics, Drama, Plays, Fiction, Literature, Poetry, Theatre",Reduced Shakespeare Company,137,$5.60,2/1/1994,113,131,717,2006,5099
Factotum,3.96,"Classics, American, Fiction, Literature, Novels",Charles Bukowski,208,$7.40,5/31/2002,597,2260,10493,19611,14870
Houdini Heart,4.23,"Horror, Mystery, Fiction, Literature, Magical Realism, Fantasy",Ki Longfellow,254,$10.06,4/25/2011,67,100,171,529,996
The Decameron,3.87,"Short Stories, Fiction, Literature, European Literature, Italian Literature, Classics",Giovanni Boccaccio,909,$25.80,3/27/2003,491,1942,7407,10330,8987
American Psycho,3.82,"Horror, Mystery, Classics, Fiction, Crime, Thriller",Bret Easton Ellis,399,$39.99,3/26/1991,9864,15571,42025,70731,65632
Blood and Chocolate,3.77,"Romance, Werewolves, Young Adult, Fantasy, Paranormal, Urban Fantasy, Shapeshifters",Annette Curtis Klause,264,$5.27,9/7/1999,1236,3389,9283,11080,11543
Pope Joan,4.07,"Religion, Historical, Fiction, Historical Fiction",Donna Woolfolk Cross,422,$6.98,6/9/2009,908,2413,11419,23152,23373
Long Day's Journey into Night,4.07,"Fiction, Literature, Theatre, Plays, Drama, Classics, American",Eugene O'Neill,179,$6.80,2/8/2002,585,1628,6208,11157,13424
Exodus,4.34,"Historical Fiction, Israel, Historical, Cultural, Classics, Fiction, Literature, Jewish",Leon Uris,608,$6.65,1/1/2000,542,1663,10681,28214,44738
The Complete Persepolis,4.38,"Graphic Novels, Nonfiction, Comics, Autobiography, Biography, Sequential Art, Memoir",Marjane Satrapi,341,$21.04,10/30/2007,450,1434,9282,35011,50808
Existence,3.94,"Romance, Fantasy, Young Adult, Paranormal, Paranormal Romance",Abbi Glines,161,$960.00,12/13/2011,1908,3776,10924,17199,21058
Abhorsen,4.28,"Fantasy, Fiction, Young Adult",Garth Nix,358,$30.98,1/7/2003,1752,2330,11975,31500,48960
Mistress Suffragette,4.25,"New Adult, Young Adult, Historical Fiction, Historical, Adult, Fiction, Novels",Diana   Forbes,333,$8.53,3/5/2017,14,16,218,753,714
Alice in Wonderland,4.03,"Fiction, Classics, Childrens, Fantasy",Jane Carruth,92,$1.28,9/7/2004,7835,18777,72658,113790,143515
Second Foundation,4.25,"Classics, Science Fiction, Fiction",Isaac Asimov,256,$7.10,6/1/2004,469,2552,18351,45306,55258
Odd Thomas,3.96,"Horror, Mystery, Paranormal, Fiction, Thriller, Fantasy",Dean Koontz,446,$8.10,8/29/2006,11061,13342,41819,71097,92481
Attachments,3.92,"Romance, Womens Fiction, Fiction, Contemporary, Adult, Chick Lit",Rainbow Rowell,323,$10.05,4/14/2011,3494,7606,31877,58267,45930
Wake,3.75,"Romance, Fiction, Young Adult, Fantasy, Supernatural",Lisa McMann,210,$2.99 to $9.39,3/4/2008,3271,6901,18332,22355,23644
Julius Caesar,3.67,"Academic, School, Classics, Drama, Plays, Fiction",William Shakespeare,128,$102.50,10/17/2002,3656,14115,46212,52642,35351
Walden,3.79,"Nonfiction, Nature, Classics, Environment, Philosophy",Henry David Thoreau,352,$110.00,4/18/2004,5700,11615,31286,44088,43626
Beyond the Shadows,4.29,"Fantasy, Magic, Epic Fantasy, Fiction",Brent Weeks,689,$6.72,12/1/2008,571,2138,10248,26597,39184
Anne of the Island,4.23,"Fiction, Historical Fiction, Young Adult, Childrens, Historical, Classics",L.M. Montgomery,272,$90.35,11/1/1983,1195,2725,18179,38567,52801
For One More Day,4.1,"Fiction, Inspirational, Contemporary",Mitch Albom,197,$9.99,9/26/2006,1006,4448,22316,42183,45403
From Dead to Worse,4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",Charlaine Harris,359,$10.13,5/6/2008,989,6148,39180,64838,56831
Storm Front,4.02,"Mystery, Urban Fantasy, Paranormal, Fiction, Magic, Fantasy",Jim Butcher,322,$36.99,4/26/2000,3964,11471,52887,92165,91669
The Tell-Tale Heart and Other Writings,4.16,"Horror, Academic, Mystery, School, Classics, Fiction, Short Stories, Literature, Gothic, Poetry, Fantasy",Edgar Allan Poe,448,$2.00,9/28/2004,2469,6547,34548,73199,87486
Awakened,4.02,"Young Adult, Vampires, Paranormal, Fantasy",P.C. Cast,290,$8.33,1/4/2011,3167,7511,23299,31839,50201
Milk and Honey,4.13,"Feminism, Poetry, Nonfiction",Rupi Kaur,204,$12.99,11/4/2014,7929,14434,34023,61172,116803
Angels' Blood,4.11,"Romance, Fantasy, Paranormal, Angels, Urban Fantasy, Vampires, Paranormal Romance",Nalini Singh,339,$8.39,3/3/2009,1884,3094,10915,21215,30129
Arrangement in Black and White,4.32,"Romance, New Adult, Contemporary, Fiction, Adult, Love Story, Novels",Fred Misurella,368,$31.94 to $64.21,5/22/2014,1,2,44,306,243
Harold and the Purple Crayon,4.25,"Picture Books, Childrens Classics, Fiction, Fantasy, Young Adult, Childrens, Kids, Juvenile, Classics, Adventure",Crockett Johnson,64,$54.18,4/26/1996,2036,4444,18083,29844,61643
The Merchant of Venice,3.8,"Fiction, Classics, Drama, Plays",William Shakespeare,237,$19.83,4/26/1992,2182,10266,41021,53004,38593
Endurance: Shackleton's Incredible Voyage,4.39,"Travel, Nonfiction, History, Biography, Adventure",Alfred Lansing,282,$24.10,1/1/1959,531,1136,6929,22127,37351
The Power of Six,4.17,"Young Adult, Science Fiction, Fantasy",Pittacus Lore,406,$36.33,8/23/2011,1000,3646,19190,42059,48710
One Grave at a Time,4.25,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance",Jeaniene Frost,358,$16.33,8/30/2011,190,1041,6256,14513,18970
Beautiful Chaos,3.94,"Young Adult, Romance, Paranormal, Fantasy",Kami Garcia,516,$9.70,10/18/2011,1607,5356,20173,28715,30667
The Heart Is a Lonely Hunter,3.97,"Literature, Classics, Fiction",Carson McCullers,359,$5.22,9/8/2000,1809,5053,16855,30359,30245
Blood Red Road,3.93,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction",Moira Young,459,$5.80,6/7/2011,2664,3564,10235,18679,21180
Nineteen Minutes,4.12,"Fiction, Chick Lit, Contemporary, Womens Fiction",Jodi Picoult,440,$3.65,3/5/2007,3146,10297,49909,104000,112374
Death Comes for the Archbishop,3.89,"Fiction, Historical Fiction, Literature, Historical, Classics",Willa Cather,297,$5.17,6/16/1990,630,1713,6024,9574,8534
An Echo in the Bone,4.44,"Romance, Fiction, Historical Fiction, Fantasy, Science Fiction, Historical, Time Travel",Diana Gabaldon,1149,$9.49,1/21/2010,487,1636,10268,29985,59565
Fangirl,4.09,"Fiction, Young Adult, Contemporary, Romance",Rainbow Rowell,483,$9.98,9/10/2013,12206,23365,79687,155073,205824
Much Ado About Nothing,4.06,"Fiction, Classics, Drama, Plays",William Shakespeare,246,$4.99,4/26/2004,2442,8314,40212,71313,76806
One Day in the Life of Ivan Denisovich,3.95,"Russia, Historical Fiction, Historical, Cultural, Classics, Russian Literature, Fiction, Literature",Aleksandr Solzhenitsyn,182,$20.99,3/16/2005,1313,4142,18085,32288,26501
Howards End,3.96,"Historical Fiction, Historical, Classics, Fiction, Literature",E.M. Forster,246,$19.99,10/29/2002,1173,3526,15006,25831,22944
Raintree County,3.96,"Fiction, Historical Fiction, Historical, Novels, Classics",Ross Lockridge Jr.,1088,$9.10,4/1/1994,22,55,191,267,331
The Sun Also Rises,3.82,"Fiction, Novels, Classics, Literature",Ernest Hemingway,189,"$2,250.00",4/26/1957,10646,26646,77944,116873,103358
Throne of Glass,4.22,"Young Adult, Romance, Fantasy",Sarah J. Maas,406,$389.95,8/7/2012,12803,18376,60067,133879,238353
The Glass Bead Game,4.11,"Fiction, Literature, European Literature, Philosophy, German Literature, Novels, Classics",Hermann Hesse,558,$11.22,12/6/2002,624,1497,4674,8785,12725
All the King's Men,4.09,"Historical Fiction, Historical, Classics, Fiction, Politics, Literature",Robert Penn Warren,439,$4.33,9/1/1996,912,2356,9164,18201,21146
The Opportunist,4.21,"Romance, New Adult, Contemporary, Contemporary Romance",Tarryn Fisher,278,$14.45,11/14/2011,1061,1878,5901,14064,22623
The Horse and His Boy,3.91,"Childrens, Classics, Fiction, Young Adult, Fantasy",C.S. Lewis,224,$66.15,4/26/1995,3122,15212,61403,77422,80720
Evernight,3.64,"Teen, Paranormal Romance, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Young Adult, Supernatural, Fantasy",Claudia Gray,327,$10.69,2/10/2009,3552,7689,19122,20079,20036
Journey to the End of the Night,4.23,"European Literature, Cultural, Classics, Fiction, Literature, French Literature, France",Louis-Ferdinand CÃ©line,453,$11.28,5/17/2006,508,1157,3754,8286,13903
Haunted,3.59,"Horror, Short Stories, Contemporary, Fiction",Chuck Palahniuk,419,$58.00,4/11/2006,3908,9180,21795,24307,19850
The Complete Stories and Poems,4.38,"Horror, Classics, Fiction, Short Stories, Poetry",Edgar Allan Poe,821,$10.04,8/15/1984,1494,3517,22198,59670,107253
John Adams,4.06,"Nonfiction, American History, Biography, Politics, Presidents, History, North American Hi...",David McCullough,751,$16.12,5/22/2001,14386,13050,36739,82589,121027
These Happy Golden Years,4.18,"Fiction, Historical Fiction, Young Adult, Childrens, Historical, Classics",Laura Ingalls Wilder,289,"$1,500.00",10/14/1953,532,1918,10787,19265,27240
Lord Jim,3.62,"Adventure, Literature, Classics, Fiction",Joseph Conrad,455,$585.00,11/7/2000,1152,2556,7092,8438,6027
Fire Study,3.94,"Fantasy, Romance, Magic, Young Adult",Maria V. Snyder,441,$190.49,2/26/2008,675,3129,11476,17707,16869
The Ask and the Answer,4.21,"Young Adult, Dystopia, Science Fiction, Fantasy",Patrick Ness,536,$6.84,5/4/2009,762,1976,9214,22086,28766
Inferno,3.83,"Mystery, Historical Fiction, Historical, Fiction, Thriller",Dan Brown,463,$17.49,5/14/2013,8177,29324,103526,153463,117697
Inferno,4,"Fiction, Classics, Literature, Poetry",Dante Alighieri,490,$17.90,12/9/2003,2222,7042,26239,42929,46424
Before I Fall,3.91,"Contemporary, Romance, Fiction, Young Adult, Fantasy",Lauren Oliver,470,$6.00,10/25/2010,7521,18030,59914,91899,93506
An Ember in the Ashes,4.31,"Fantasy, Romance, Young Adult",Sabaa Tahir,446,$7.99,2/9/2016,1822,3713,15192,47422,71651
An Ember in the Ashes,4.31,"Fantasy, Romance, Young Adult",Sabaa Tahir,446,$7.99,4/28/2015,1822,3713,15196,47435,71657
Unravel Me,4.26,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy",Tahereh Mafi,461,$11.04,2/5/2013,2200,4929,18814,45007,73382
Tiger's Voyage,4.34,"Romance, Fantasy, Young Adult, Paranormal, Mythology",Colleen Houck,560,$150.00,11/1/2011,451,1036,3621,7250,16980
Our Town,3.65,"Fiction, Academic, School, Plays, Drama, Classics",Thornton Wilder,181,$11.49,9/23/2003,1526,4356,11392,12538,10627
The Death of Ivan Ilych,4.07,"Fiction, Russia, Literature, Cultural, Russian Literature, Classics",Leo Tolstoy,86,$10.23,8/3/2006,692,2870,13958,27688,26450
A Long Way Gone: Memoirs of a Boy Soldier,4.15,"Nonfiction, War, Autobiography, Biography, Cultural, Africa, Memoir",Ishmael Beah,229,$2.99,2/13/2007,2050,4754,23723,55506,61529
Nausea,3.92,"European Literature, Unfinished, 20th Century, Cultural, Classics, Fiction, Nobel Prize, Literature, French Literature, Novels, Philosophy, France",Jean-Paul Sartre,178,$3.21,4/26/1969,1588,4562,15528,25983,23751
Momo,4.31,"Fiction, Fantasy, Childrens, European Literature, German Literature, Classics",Michael Ende,304,$18.23,12/31/1999,402,1169,5458,13688,22239
The Invention of Hugo Cabret,4.24,"Historical Fiction, Childrens, Historical, Sequential Art, Graphic Novels, Middle Grade, Fiction, Young Adult",Brian Selznick,525,$115.00,3/26/2007,1750,4539,21700,49208,70965
The Celestine Prophecy,3.63,"Self Help, Philosophy, Fiction, Spirituality",James Redfield,247,$12.03,4/26/1997,6496,9301,19949,23901,26160
Northanger Abbey,3.81,"Historical Fiction, European Literature, Historical, Classics, 19th Century, Romance, Fiction, Literature, Gothic, Classic Literature, British Literature",Jane Austen,251,$9.78,3/3/2005,4960,17903,73336,97041,73594
First Grave on the Right,4.06,"Romance, Mystery, Fantasy, Paranormal, Urban Fantasy, Paranormal Romance",Darynda Jones,310,$20.02,2/1/2011,1665,3275,11716,22709,27158
Angelfire,3.93,"Romance, Fantasy, Young Adult, Paranormal, Angels",Courtney Allison Moulton,453,$0.99,2/15/2011,1129,2092,5973,8597,11485
The Rum Diary,3.83,"Novels, Literature, Classics, Fiction",Hunter S. Thompson,224,$6.29,11/26/1999,518,2965,12985,19127,12332
"Fruits Basket, Vol. 1",4.23,"Romance, Graphic Novels, Fantasy, Young Adult, Comics, Manga, Sequential Art",Natsuki Takaya,216,$74.09,2/10/2004,3870,5899,19228,30672,73823
The Iliad/The Odyssey,4.03,"Classics, Fiction, Poetry, Mythology, Fantasy",Homer,1556,$9.99,11/1/1999,1025,2873,11561,19365,22248
Notes from Underground,4.16,"Fiction, Russia, Literature, Philosophy, Cultural, Russian Literature, Classics",Fyodor Dostoyevsky,136,$5.60,9/26/1994,797,2120,9209,20207,25299
The Metamorphosis,3.8,"Classics, Fiction, Short Stories, Literature, Philosophy, Fantasy",Franz Kafka,201,$14.02,3/1/1972,18889,40164,120870,182154,154784
Like Water for Chocolate,3.94,"Historical Fiction, Historical, Food, Classics, Romance, Fiction, Magical Realism, Food and Drink, Fantasy",Laura Esquivel,224,$6.80,9/16/1993,9207,16804,63951,107188,107820
Mila 18,4.29,"Fiction, Historical Fiction, Historical, World War II, Holocaust, War",Leon Uris,563,$9.01,11/1/1983,101,372,3272,7785,10655
Ignite Me,4.43,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy",Tahereh Mafi,421,$7.15,2/4/2014,1544,3003,10804,28089,70196
Doctor Sleep,4.1,"Horror, Fantasy, Thriller, Fiction",Stephen King,531,$8.98,9/24/2013,1388,5028,24096,57425,52717
Defending Jacob,3.98,"Mystery, Fiction, Thriller, Suspense, Crime",William Landay,421,$6.94,1/31/2012,3234,9844,47280,98143,72217
If on a Winter's Night a Traveler,4.06,"European Literature, Cultural, Italian Literature, Classics, Fiction, Italy, Literature, Magical Realism",Italo Calvino,260,$9.35,10/20/1982,1607,3518,10798,21645,26815
Anna Karenina,4.04,"Russia, Cultural, Classics, Romance, Fiction",Leo Tolstoy,964,"$2,300.00",10/16/2012,14063,31056,101597,185479,227260
Anna Karenina,4.04,"Russia, Cultural, Classics, Romance, Fiction",Leo Tolstoy,838,$51.19,5/31/2004,14063,31051,101591,185457,227232
The Cuckoo's Calling,3.85,"Mystery, Crime, Fiction",Robert Galbraith,455,$79.95,4/30/2013,11876,24197,95039,168279,118347
Beautiful Darkness,3.84,"Young Adult, Romance, Paranormal, Fantasy",Kami Garcia,503,$8.99,10/12/2010,2402,8613,29621,39058,35221
A Study in Scarlet,4.15,"Mystery, Historical Fiction, Historical, Mystery Thriller, Audiobook, European Literature, Classics, 19th Century, Fiction, Crime, Detective, Literature, Thriller, British Literature",Arthur Conan Doyle,123,$29.00,1/1/2005,3206,6888,45548,102797,110166
Book of a Thousand Days,3.96,"Romance, Fiction, Fantasy, Young Adult, Fairy Tales",Shannon Hale,306,$97.78,9/1/2007,511,2185,10021,18115,14120
Papillon,4.24,"Nonfiction, Classics, Memoir, Biography, Autobiography, Adventure",Henri CharriÃ¨re,544,$2.45,8/1/2006,394,1282,6952,17758,22454
Insurgent,4.05,"Dystopia, Science Fiction, Fiction, Young Adult, Fantasy",Veronica Roth,525,$14.69,5/1/2012,12714,51746,204831,371755,397983
Black Hawk Down: A Story of Modern War,4.29,"Military History, Nonfiction, History, Military, Military Fiction, War",Mark Bowden,386,$11.91,2/10/1999,305,864,6236,18003,22634
Fallen Too Far,4.19,"Romance, Contemporary, Young Adult, New Adult, Contemporary Romance",Abbi Glines,300,$13.32,12/14/2012,3798,6714,21217,44566,75595
Flipped,3.95,"Romance, Fiction, Contemporary, Young Adult, Realistic Fiction",Wendelin Van Draanen,212,$4.76,5/13/2003,1288,5185,21100,31444,30816
The Sunne in Splendour,4.41,"Fiction, Historical Fiction, European Literature, British Literature, Historical, Medieval",Sharon Kay Penman,936,$12.40,1/14/1990,203,346,1798,5301,10483
Pawn of Prophecy,4.16,"Science Fiction Fantasy, Epic Fantasy, Fiction, Fantasy, High Fantasy",David Eddings,304,$5.60,6/1/2004,901,3072,14498,29035,36858
Tai-Pan,4.26,"Fiction, Historical Fiction, China, Cultural, Historical, Adventure",James Clavell,734,$12.95,9/1/2009,184,843,5930,14949,18979
The Titan's Curse,4.35,"Fiction, Young Adult, Mythology, Fantasy",Rick Riordan,320,$15.75,5/5/2007,2306,9382,76173,192871,303894
A Storm of Swords: Steel and Snow,4.49,"Fantasy, Fiction",George R.R. Martin,663,$5.60,4/7/2001,166,504,4721,19057,36045
Starcrossed,4.07,"Romance, Young Adult, Fantasy, Paranormal, Mythology",Josephine Angelini,487,$6.84,5/31/2011,1794,3212,9742,18295,25756
Outliers: The Story of Success,4.13,"Nonfiction, Self Help, Business, Sociology, Science, Psychology",Malcolm Gladwell,309,$7.16,11/18/2008,5085,13954,70228,172440,171431
The Wishing Spell,4.22,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade",Chris Colfer,438,$7.50,7/17/2012,2361,3436,10848,20511,42210
World War Z: An Oral History of the Zombie War,4.01,"Horror, Post Apocalyptic, Science Fiction, Fiction, Apocalyptic, Zombies, Fantasy",Max Brooks,342,$4.16,9/12/2006,8620,22158,73232,135595,146830
Twenty Thousand Leagues Under the Sea,3.88,"Cultural, Classics, Steampunk, Science Fiction, Fiction, Literature, Novels, France, Classic Literature, Adventure, Fantasy",Jules Verne,394,$11.86,4/1/2002,2634,10111,44098,63635,51034
Fang,4.06,"Young Adult, Science Fiction, Fantasy",James Patterson,309,$0.73 to $1.18,3/15/2010,1254,3433,9862,15673,24010
"Tinker, Tailor, Soldier, Spy",4.05,"Mystery, Fiction, Thriller, Spy Thriller, Classics, Espionage",John le CarrÃ©,379,$16.12,10/1/2002,1121,2817,10320,22583,22419
The Wee Free Men,4.27,"Fantasy, Fiction, Humor, Young Adult",Terry Pratchett,390,$10.22,4/26/2004,714,2027,11688,27897,40349
